Map No.	Sample number	Flat number plant number (vlookup)	Tissue collected	underscore	Full Label	Pedigree	Box No.	Remarks (plate)	Remarks (well)	Collector name	Date of collection	RNA stock concentration (ng/ul)	RNA diluted concentration (ng/ul)	Accession  	Origin	Source	DNA_Plate	Row (extrapolated)	Column (extrapolated)	Nextera N7 primer	Nextera S5 primer	Notes
49	5	14A0005	LMAD_8	_	LMAD_8_14A0005		KAK_RNA_7			Karl Jeremy	8082014		528	CO255			KAK_7_8	A	1	701	502	KAK_7_8 combined from two separate plates
50	7	14A0007	LMAD_8	_	LMAD_8_14A0007		KAK_RNA_7			Karl Jeremy	8082014		706	CM7			KAK_7_8	B	1	701	503	
51	9	14A0009	LMAD_8	_	LMAD_8_14A0009		KAK_RNA_7			Karl Jeremy	8082014		506	F7			KAK_7_8	C	1	701	505	
52	11	14A0011	LMAD_8	_	LMAD_8_14A0011		KAK_RNA_7			Karl Jeremy	8082014		409	ND246			KAK_7_8	D	1	701	506	
53	13	14A0013	LMAD_8	_	LMAD_8_14A0013		KAK_RNA_7			Karl Jeremy	8082014		309	A654			KAK_7_8	E	1	701	507	
54	15	14A0015	LMAD_8	_	LMAD_8_14A0015		KAK_RNA_7			Karl Jeremy	8082014		425	CO106			KAK_7_8	F	1	701	508	
55	17	14A0017	LMAD_8	_	LMAD_8_14A0017		KAK_RNA_7			Karl Jeremy	8082014		610	W182B			KAK_7_8	G	1	701	510	
56	19	14A0019	LMAD_8	_	LMAD_8_14A0019		KAK_RNA_7			Karl Jeremy	8082014		629	EP1			KAK_7_8	H	1	701	511	
57	21	14A0021	LMAD_8	_	LMAD_8_14A0021		KAK_RNA_7			Karl Jeremy	8082014		374	A188			KAK_7_8	A	2	702	502	
58	23	14A0023	LMAD_8	_	LMAD_8_14A0023		KAK_RNA_7			Karl Jeremy	8082014		273	A659			KAK_7_8	B	2	702	503	
59	25	14A0025	LMAD_8	_	LMAD_8_14A0025		KAK_RNA_7			Karl Jeremy	8082014		485	CMV3			KAK_7_8	C	2	702	505	
60	27	14A0027	LMAD_8	_	LMAD_8_14A0027		KAK_RNA_7			Karl Jeremy	8082014		322	CO125			KAK_7_8	D	2	702	506	
61	30	14A0030	LMAD_8	_	LMAD_8_14A0030		KAK_RNA_7			Karl Jeremy	8082014		132	P39			KAK_7_8	E	2	702	507	
62	31	14A0031	LMAD_8	_	LMAD_8_14A0031		KAK_RNA_7			Karl Jeremy	8082014		228	A556			KAK_7_8	F	2	702	508	
63	33	14A0033	LMAD_8	_	LMAD_8_14A0033		KAK_RNA_7			Karl Jeremy	8082014		482	MEF156-55-2			KAK_7_8	G	2	702	510	
64	35	14A0035	LMAD_8	_	LMAD_8_14A0035		KAK_RNA_7			Karl Jeremy	8082014		315	A554			KAK_7_8	H	2	702	511	
65	37	14A0037	LMAD_8	_	LMAD_8_14A0037		KAK_RNA_7			Karl Jeremy	8082014		265	C49A			KAK_7_8	A	3	703	502	
66	39	14A0039	LMAD_8	_	LMAD_8_14A0039		KAK_RNA_7			Karl Jeremy	8082014		643	CM105			KAK_7_8	B	3	703	503	
67	43	14A0043	LMAD_8	_	LMAD_8_14A0043		KAK_RNA_7			Karl Jeremy	8082014		809	W117HT			KAK_7_8	C	3	703	505	
68	45	14A0045	LMAD_8	_	LMAD_8_14A0045		KAK_RNA_7			Karl Jeremy	8082014		214	A661			KAK_7_8	D	3	703	506	
69	47	14A0047	LMAD_8	_	LMAD_8_14A0047		KAK_RNA_7			Karl Jeremy	8082014		412	I29			KAK_7_8	E	3	703	507	
70	49	14A0049	LMAD_8	_	LMAD_8_14A0049		KAK_RNA_7			Karl Jeremy	8082014		802	IA2132			KAK_7_8	F	3	703	508	
71	51	14A0051	LMAD_8	_	LMAD_8_14A0051		KAK_RNA_7			Karl Jeremy	8082014		563	SD44			KAK_7_8	G	3	703	510	
72	53	14A0053	LMAD_8	_	LMAD_8_14A0053		KAK_RNA_7			Karl Jeremy	8082014		607	MS1334			KAK_7_8	H	3	703	511	
73	55	14A0055	LMAD_8	_	LMAD_8_14A0055		KAK_RNA_7			Karl Jeremy	8082014		783	N192			KAK_7_8	A	4	704	502	
74	57	14A0057	LMAD_8	_	LMAD_8_14A0057		KAK_RNA_7			Karl Jeremy	8082014		599	P39			KAK_7_8	B	4	704	503	
75	59	14A0059	LMAD_8	_	LMAD_8_14A0059		KAK_RNA_7			Karl Jeremy	8082014		167	B76			KAK_7_8	C	4	704	505	
76	61	14A0061	LMAD_8	_	LMAD_8_14A0061		KAK_RNA_7			Karl Jeremy	8082014		212	CM174			KAK_7_8	D	4	704	506	
77	63	14A0063	LMAD_8	_	LMAD_8_14A0063		KAK_RNA_7			Karl Jeremy	8082014		208	A619			KAK_7_8	E	4	704	507	
78	65	14A0065	LMAD_8	_	LMAD_8_14A0065		KAK_RNA_7			Karl Jeremy	8082014		398	H99			KAK_7_8	F	4	704	508	
79	67	14A0067	LMAD_8	_	LMAD_8_14A0067		KAK_RNA_7			Karl Jeremy	8082014		268	R168			KAK_7_8	G	4	704	510	
80	69	14A0069	LMAD_8	_	LMAD_8_14A0069		KAK_RNA_7			Karl Jeremy	8082014		700	W153R			KAK_7_8	H	4	704	511	
81	71	14A0071	LMAD_8	_	LMAD_8_14A0071		KAK_RNA_7			Karl Jeremy	8082014		472	MS71			KAK_7_8	A	5	705	502	
82	73	14A0073	LMAD_8	_	LMAD_8_14A0073		KAK_RNA_7			Karl Jeremy	8082014		773	Oh43			KAK_7_8	B	5	705	503	
83	75	14A0075	LMAD_8	_	LMAD_8_14A0075		KAK_RNA_7			Karl Jeremy	8082014		375	Ia5125			KAK_7_8	C	5	705	505	
84	77	14A0077	LMAD_8	_	LMAD_8_14A0077		KAK_RNA_7			Karl Jeremy	8082014		321	Il14H			KAK_7_8	D	5	705	506	
85	81	14A0081	LMAD_8	_	LMAD_8_14A0081		KAK_RNA_7			Karl Jeremy	8082014		241	C123			KAK_7_8	E	5	705	507	
86	83	14A0083	LMAD_8	_	LMAD_8_14A0083		KAK_RNA_7			Karl Jeremy	8082014		567	A641			KAK_7_8	F	5	705	508	
87	BLANK	14ABLANK	LMAD_8	_	LMAD_8_14ABLANK_KAK7_G5		KAK_RNA_7			Karl Jeremy	8082014		8	#N/A			KAK_7_8	G	5	705	510	
88	85	14A0085	LMAD_8	_	LMAD_8_14A0085		KAK_RNA_7			Karl Jeremy	8082014		791	A679			KAK_7_8	H	5	705	511	
89	89	14A0089	LMAD_8	_	LMAD_8_14A0089		KAK_RNA_7			Shu Sara	8082014		602	B103			KAK_7_8	A	6	706	502	
90	91	14A0091	LMAD_8	_	LMAD_8_14A0091		KAK_RNA_7			Shu Sara	8082014		439	A682			KAK_7_8	B	6	706	503	
91	95	14A0095	LMAD_8	_	LMAD_8_14A0095		KAK_RNA_7			Shu Sara	8082014		422	CH701-30			KAK_7_8	C	6	706	505	
92	97	14A0097	LMAD_8	_	LMAD_8_14A0097		KAK_RNA_7			Shu Sara	8082014		269	MS153			KAK_7_8	D	6	706	506	
93	99	14A0099	LMAD_8	_	LMAD_8_14A0099		KAK_RNA_7			Shu Sara	8082014		193	A272			KAK_7_8	E	6	706	507	
94	101	14A0101	LMAD_8	_	LMAD_8_14A0101		KAK_RNA_7			Shu Sara	8082014		541	A632			KAK_7_8	F	6	706	508	
95	103	14A0103	LMAD_8	_	LMAD_8_14A0103		KAK_RNA_7			Shu Sara	8082014		334	Mo47			KAK_7_8	G	6	706	510	
96	105	14A0105	LMAD_8	_	LMAD_8_14A0105		KAK_RNA_7			Shu Sara	8082014		551	Va59			KAK_7_8	H	6	706	511	
49	111	14A0111	LMAD_8	_	LMAD_8_14A0111		KAK_RNA_8			Shu Sara	8082014		107	A635			KAK_7_8	A	7	707	502	
50	113	14A0113	LMAD_8	_	LMAD_8_14A0113		KAK_RNA_8			Shu Sara	8082014		43	B73			KAK_7_8	B	7	707	503	
51	BLANK	14ABLANK	LMAD_8	_	LMAD_8_14ABLANK_KAK8_C7		KAK_RNA_8			Shu Sara	8082014		6	#N/A			KAK_7_8	C	7	707	505	
52	114	14A0114	LMAD_8	_	LMAD_8_14A0114		KAK_RNA_8			Shu Sara	8082014		257	MS71			KAK_7_8	D	7	707	506	
53	115	14A0115	LMAD_8	_	LMAD_8_14A0115		KAK_RNA_8			Shu Sara	8082014		146	H105W			KAK_7_8	E	7	707	507	
54	117	14A0117	LMAD_8	_	LMAD_8_14A0117		KAK_RNA_8			Shu Sara	8082014		291	M14			KAK_7_8	F	7	707	508	
55	119	14A0119	LMAD_8	_	LMAD_8_14A0119		KAK_RNA_8			Shu Sara	8082014		189	Va102			KAK_7_8	G	7	707	510	
56	121	14A0121	LMAD_8	_	LMAD_8_14A0121		KAK_RNA_8			Shu Sara	8082014		149	W64A			KAK_7_8	H	7	707	511	
57	123	14A0123	LMAD_8	_	LMAD_8_14A0123		KAK_RNA_8			Shu Sara	8082014		321	N6			KAK_7_8	A	8	710	502	
58	125	14A0125	LMAD_8	_	LMAD_8_14A0125		KAK_RNA_8			Shu Sara	8082014		103	A239			KAK_7_8	B	8	710	503	
59	127	14A0127	LMAD_8	_	LMAD_8_14A0127		KAK_RNA_8			Shu Sara	8082014		418	Yu796_NS			KAK_7_8	C	8	710	505	
60	129	14A0129	LMAD_8	_	LMAD_8_14A0129		KAK_RNA_8			Shu Sara	8082014		331	Wf9			KAK_7_8	D	8	710	506	
61	131	14A0131	LMAD_8	_	LMAD_8_14A0131		KAK_RNA_8			Shu Sara	8082014		85	H49			KAK_7_8	E	8	710	507	
62	133	14A0133	LMAD_8	_	LMAD_8_14A0133		KAK_RNA_8			Shu Sara	8082014		179	B164			KAK_7_8	F	8	710	508	
63	135	14A0135	LMAD_8	_	LMAD_8_14A0135		KAK_RNA_8			Shu Sara	8082014		104	Pa762			KAK_7_8	G	8	710	510	
64	139	14A0139	LMAD_8	_	LMAD_8_14A0139		KAK_RNA_8			Shu Sara	8082014		138	Il 101T			KAK_7_8	H	8	710	511	
65	141	14A0141	LMAD_8	_	LMAD_8_14A0141		KAK_RNA_8			Shu Sara	8082014		228	SD40			KAK_7_8	A	9	711	502	
66	143	14A0143	LMAD_8	_	LMAD_8_14A0143		KAK_RNA_8			Shu Sara	8082014		103	R177			KAK_7_8	B	9	711	503	
67	145	14A0145	LMAD_8	_	LMAD_8_14A0145		KAK_RNA_8			Shu Sara	8082014		27	A680			KAK_7_8	C	9	711	505	
68	147	14A0147	LMAD_8	_	LMAD_8_14A0147		KAK_RNA_8			Shu Sara	8082014		128	B79			KAK_7_8	D	9	711	506	
69	149	14A0149	LMAD_8	_	LMAD_8_14A0149		KAK_RNA_8			Shu Sara	8082014		378	C103			KAK_7_8	E	9	711	507	
70	151	14A0151	LMAD_8	_	LMAD_8_14A0151		KAK_RNA_8			Shu Sara	8082014		216	B75			KAK_7_8	F	9	711	508	
71	153	14A0153	LMAD_8	_	LMAD_8_14A0153		KAK_RNA_8			Shu Sara	8082014		383	H84			KAK_7_8	G	9	711	510	
72	159	14A0159	LMAD_8	_	LMAD_8_14A0159		KAK_RNA_8			Shu Sara	8082014		494	Va35			KAK_7_8	H	9	711	511	
73	161	14A0161	LMAD_8	_	LMAD_8_14A0161		KAK_RNA_8			Ramu Nick	8082014		108	NC364			KAK_7_8	A	10	712	502	
74	163	14A0163	LMAD_8	_	LMAD_8_14A0163		KAK_RNA_8			Ramu Nick	8082014		88	B14A			KAK_7_8	B	10	712	503	
75	165	14A0165	LMAD_8	_	LMAD_8_14A0165		KAK_RNA_8			Ramu Nick	8082014		79	B109			KAK_7_8	C	10	712	505	
76	173	14A0173	LMAD_8	_	LMAD_8_14A0173		KAK_RNA_8			Ramu Nick	8082014		284	IDS91			KAK_7_8	D	10	712	506	
77	175	14A0175	LMAD_8	_	LMAD_8_14A0175		KAK_RNA_8			Ramu Nick	8082014		129	I 205			KAK_7_8	E	10	712	507	
78	177	14A0177	LMAD_8	_	LMAD_8_14A0177		KAK_RNA_8			Ramu Nick	8082014		261	Mo17			KAK_7_8	F	10	712	508	
79	179	14A0179	LMAD_8	_	LMAD_8_14A0179		KAK_RNA_8			Ramu Nick	8082014		99	IDS28			KAK_7_8	G	10	712	510	
80	181	14A0181	LMAD_8	_	LMAD_8_14A0181		KAK_RNA_8			Ramu Nick	8082014		215	W22			KAK_7_8	H	10	712	511	
81	183	14A0183	LMAD_8	_	LMAD_8_14A0183		KAK_RNA_8			Ramu Nick	8082014		315	CH9			KAK_7_8	A	11	714	502	
82	185	14A0185	LMAD_8	_	LMAD_8_14A0185		KAK_RNA_8			Ramu Nick	8082014		317	B73			KAK_7_8	B	11	714	503	
83	186	14A0186	LMAD_8	_	LMAD_8_14A0186		KAK_RNA_8			Ramu Nick	8082014		206	R109B			KAK_7_8	C	11	714	505	
84	187	14A0187	LMAD_8	_	LMAD_8_14A0187		KAK_RNA_8			Ramu Nick	8082014		85	NC260			KAK_7_8	D	11	714	506	
85	189	14A0189	LMAD_8	_	LMAD_8_14A0189		KAK_RNA_8			Ramu Nick	8082014		115	Oh40B			KAK_7_8	E	11	714	507	
86	191	14A0191	LMAD_8	_	LMAD_8_14A0191		KAK_RNA_8			Ramu Nick	8082014		345	Va99			KAK_7_8	F	11	714	508	
87	195	14A0195	LMAD_8	_	LMAD_8_14A0195		KAK_RNA_8			Ramu Nick	8082014		150	B73			KAK_7_8	G	11	714	510	
88	197	14A0197	LMAD_8	_	LMAD_8_14A0197		KAK_RNA_8			Ramu Nick	8082014		140	VaW6			KAK_7_8	H	11	714	511	
89	199	14A0199	LMAD_8	_	LMAD_8_14A0199		KAK_RNA_8			Ramu Nick	8082014		61	B57			KAK_7_8	A	12	715	502	
90	201	14A0201	LMAD_8	_	LMAD_8_14A0201		KAK_RNA_8			Ramu Nick	8082014		146	NC310			KAK_7_8	B	12	715	503	
91	203	14A0203	LMAD_8	_	LMAD_8_14A0203		KAK_RNA_8			Ramu Nick	8082014		102	Mo44			KAK_7_8	C	12	715	505	
92	205	14A0205	LMAD_8	_	LMAD_8_14A0205		KAK_RNA_8			Ramu Nick	8082014		89	NC362			KAK_7_8	D	12	715	506	
93	207	14A0207	LMAD_8	_	LMAD_8_14A0207		KAK_RNA_8			Ramu Nick	8082014		50	Oh43E			KAK_7_8	E	12	715	507	
94	213	14A0213	LMAD_8	_	LMAD_8_14A0213		KAK_RNA_8			Ramu Nick	8082014		69	H95			KAK_7_8	F	12	715	508	
95	217	14A0217	LMAD_8	_	LMAD_8_14A0217		KAK_RNA_8			Ramu Nick	8082014		46	Mo46			KAK_7_8	G	12	715	510	
96	219	14A0219	LMAD_8	_	LMAD_8_14A0219		KAK_RNA_8			Ramu Nick	8082014		131	CI 3A			KAK_7_8	H	12	715	511	
1	225	14A0225	LMAD_8	_	LMAD_8_14A0225		KAK_RNA_9			Ramu Nick	8082014		251	Mo1W			KAK_9	A	1	701	513	
2	227	14A0227	LMAD_8	_	LMAD_8_14A0227		KAK_RNA_9			Ramu Nick	8082014		178	NC324			KAK_9	B	1	701	515	
3	229	14A0229	LMAD_8	_	LMAD_8_14A0229		KAK_RNA_9			Ramu Nick	8082014		160	B97			KAK_9	C	1	701	516	
4	231	14A0231	LMAD_8	_	LMAD_8_14A0231		KAK_RNA_9			Ramu Nick	8082014		181	NC328			KAK_9	D	1	701	517	
5	233	14A0233	LMAD_8	_	LMAD_8_14A0233		KAK_RNA_9			Ramu Nick	8082014		220	38-11			KAK_9	E	1	701	518	
6	235	14A0235	LMAD_8	_	LMAD_8_14A0235		KAK_RNA_9			Ramu Nick	8082014		183	B73Htrhm			KAK_9	F	1	701	520	
7	237	14A0237	LMAD_8	_	LMAD_8_14A0237		KAK_RNA_9			Ramu Nick	8082014		105	SA24			KAK_9	G	1	701	521	
8	239	14A0239	LMAD_8	_	LMAD_8_14A0239		KAK_RNA_9			Ramu Nick	8082014		213	B73			KAK_9	H	1	701	522	
9	240	14A0240	LMAD_8	_	LMAD_8_14A0240		KAK_RNA_9			Ramu Nick	8082014		159	W22 R-rstd			KAK_9	A	2	702	513	
10	241	14A0241	LMAD_8	_	LMAD_8_14A0241		KAK_RNA_9			Ramu Nick	8082014		143	B37			KAK_9	B	2	702	515	
11	247	14A0247	LMAD_8	_	LMAD_8_14A0247		KAK_RNA_9			Ramu Nick	8082014		261	Va22			KAK_9	C	2	702	516	
12	249	14A0249	LMAD_8	_	LMAD_8_14A0249		KAK_RNA_9			Ramu Nick	8082014		118	B2			KAK_9	D	2	702	517	
13	251	14A0251	LMAD_8	_	LMAD_8_14A0251		KAK_RNA_9			Ramu Nick	8082014		137	HP301			KAK_9	E	2	702	518	
14	255	14A0255	LMAD_8	_	LMAD_8_14A0255		KAK_RNA_9			Ramu Nick	8082014		194	T8			KAK_9	F	2	702	520	
15	257	14A0257	LMAD_8	_	LMAD_8_14A0257		KAK_RNA_9			Ramu Nick	8082014		185	Va17			KAK_9	G	2	702	521	
16	261	14A0261	LMAD_8	_	LMAD_8_14A0261		KAK_RNA_9			Ramu Nick	8082014		174	NC368			KAK_9	H	2	702	522	
17	263	14A0263	LMAD_8	_	LMAD_8_14A0263		KAK_RNA_9			Kenta Mei	8082014		179	B104			KAK_9	A	3	703	513	
18	265	14A0265	LMAD_8	_	LMAD_8_14A0265		KAK_RNA_9			Kenta Mei	8082014		573	NC264			KAK_9	B	3	703	515	
19	267	14A0267	LMAD_8	_	LMAD_8_14A0267		KAK_RNA_9			Kenta Mei	8082014		707	F2834T			KAK_9	C	3	703	516	
20	271	14A0271	LMAD_8	_	LMAD_8_14A0271		KAK_RNA_9			Kenta Mei	8082014		653	Oh603			KAK_9	D	3	703	517	
21	275	14A0275	LMAD_8	_	LMAD_8_14A0275		KAK_RNA_9			Kenta Mei	8082014		476	R229			KAK_9	E	3	703	518	
22	277	14A0277	LMAD_8	_	LMAD_8_14A0277		KAK_RNA_9			Kenta Mei	8082014		477	Pa875			KAK_9	F	3	703	520	
23	279	14A0279	LMAD_8	_	LMAD_8_14A0279		KAK_RNA_9			Kenta Mei	8082014		331	B10			KAK_9	G	3	703	521	
24	281	14A0281	LMAD_8	_	LMAD_8_14A0281		KAK_RNA_9			Kenta Mei	8082014		230	B68			KAK_9	H	3	703	522	
25	283	14A0283	LMAD_8	_	LMAD_8_14A0283		KAK_RNA_9			Kenta Mei	8082014		666	K55			KAK_9	A	4	704	513	
26	287	14A0287	LMAD_8	_	LMAD_8_14A0287		KAK_RNA_9			Kenta Mei	8082014		531	B105			KAK_9	B	4	704	515	
27	289	14A0289	LMAD_8	_	LMAD_8_14A0289		KAK_RNA_9			Kenta Mei	8082014		754	DE1			KAK_9	C	4	704	516	
28	291	14A0291	LMAD_8	_	LMAD_8_14A0291		KAK_RNA_9			Kenta Mei	8082014		528	NC290A			KAK_9	D	4	704	517	
29	295	14A0295	LMAD_8	_	LMAD_8_14A0295		KAK_RNA_9			Kenta Mei	8082014		617	NC358			KAK_9	E	4	704	518	
30	297	14A0297	LMAD_8	_	LMAD_8_14A0297		KAK_RNA_9			Kenta Mei	8082014		432	NC294			KAK_9	F	4	704	520	
31	301	14A0301	LMAD_8	_	LMAD_8_14A0301		KAK_RNA_9			Kenta Mei	8082014		617	DE2			KAK_9	G	4	704	521	
32	303	14A0303	LMAD_8	_	LMAD_8_14A0303		KAK_RNA_9			Kenta Mei	8082014		342	B73			KAK_9	H	4	704	522	
33	304	14A0304	LMAD_8	_	LMAD_8_14A0304		KAK_RNA_9			Kenta Mei	8082014		280	B115			KAK_9	A	5	705	513	
34	305	14A0305	LMAD_8	_	LMAD_8_14A0305		KAK_RNA_9			Kenta Mei	8082014		506	H91			KAK_9	B	5	705	515	
35	311	14A0311	LMAD_8	_	LMAD_8_14A0311		KAK_RNA_9			Kenta Mei	8082014		760	4722			KAK_9	C	5	705	516	
36	313	14A0313	LMAD_8	_	LMAD_8_14A0313		KAK_RNA_9			Kenta Mei	8082014		582	K148			KAK_9	D	5	705	517	
37	321	14A0321	LMAD_8	_	LMAD_8_14A0321		KAK_RNA_9			Kenta Mei	8082014		579	SG 18			KAK_9	E	5	705	518	
38	325	14A0325	LMAD_8	_	LMAD_8_14A0325		KAK_RNA_9			Kenta Mei	8082014		401	Ky226			KAK_9	F	5	705	520	
39	339	14A0339	LMAD_8	_	LMAD_8_14A0339		KAK_RNA_9			Kenta Mei	8082014		454	Mo45			KAK_9	G	5	705	521	
40	343	14A0343	LMAD_8	_	LMAD_8_14A0343		KAK_RNA_9			Kenta Mei	8082014		490	IDS69			KAK_9	H	5	705	522	
41	345	14A0345	LMAD_8	_	LMAD_8_14A0345		KAK_RNA_9			Kenta Mei	8082014		460	E2558W			KAK_9	A	6	706	513	
42	357	14A0357	LMAD_8	_	LMAD_8_14A0357		KAK_RNA_9			Kenta Mei	8082014		667	L317			KAK_9	B	6	706	515	
43	377	14A0377	LMAD_8	_	LMAD_8_14A0377		KAK_RNA_9			Kenta Mei	8082014		698	Pa91			KAK_9	C	6	706	516	
44	381	14A0381	LMAD_8	_	LMAD_8_14A0381		KAK_RNA_9			Kenta Mei	8082014		784	B73			KAK_9	D	6	706	517	
45	393	14A0393	LMAD_8	_	LMAD_8_14A0393		KAK_RNA_9			Kenta Mei	8082014		675	Il677a			KAK_9	E	6	706	518	
46	395	14A0395	LMAD_8	_	LMAD_8_14A0395		KAK_RNA_9			Kenta Mei	8082014		582	Va14			KAK_9	F	6	706	520	
47	435	14A0435	LMAD_8	_	LMAD_8_14A0435		KAK_RNA_9			Kenta Mei	8082014		519	CML 328			KAK_9	G	6	706	521	
48	445	14A0445	LMAD_8	_	LMAD_8_14A0445		KAK_RNA_9			Kenta Mei	8082014		440	NC340			KAK_9	H	6	706	522	
49	455	14A0455	LMAD_8	_	LMAD_8_14A0455		KAK_RNA_9			Kenta Mei	8082014		131	B73			KAK_9	A	7	707	513	
50	503	14A0503	LMAD_8	_	LMAD_8_14A0503		KAK_RNA_9			Kenta Mei	8082014		706	CI 187-2			KAK_9	B	7	707	515	
51	567	14A0567	LMAD_8	_	LMAD_8_14A0567		KAK_RNA_9			Kenta Mei	8082014		694	CML418			KAK_9	C	7	707	516	
52	575	14A0575	LMAD_8	_	LMAD_8_14A0575		KAK_RNA_9			Kenta Mei	8082014		494	DE_3			KAK_9	D	7	707	517	
53	577	14A0577	LMAD_8	_	LMAD_8_14A0577		KAK_RNA_9			Kenta Mei	8082014		295	MR20(Shoepeg)			KAK_9	E	7	707	518	
54	1	14A0001	LMAN_8	_	LMAN_8_14A0001		KAK_RNA_9			Karl Jeremy	8082014		82	CM37			KAK_9	F	7	707	520	
55	3	14A0003	LMAN_8	_	LMAN_8_14A0003		KAK_RNA_9			Karl Jeremy	8082014		83	Mt42			KAK_9	G	7	707	521	
56	5	14A0005	LMAN_8	_	LMAN_8_14A0005		KAK_RNA_9			Karl Jeremy	8082014		134	CO255			KAK_9	H	7	707	522	
57	7	14A0007	LMAN_8	_	LMAN_8_14A0007		KAK_RNA_9			Karl Jeremy	8082014		375	CM7			KAK_9	A	8	710	513	
58	9	14A0009	LMAN_8	_	LMAN_8_14A0009		KAK_RNA_9			Karl Jeremy	8082014		340	F7			KAK_9	B	8	710	515	
59	11	14A0011	LMAN_8	_	LMAN_8_14A0011		KAK_RNA_9			Karl Jeremy	8082014		13	ND246			KAK_9	C	8	710	516	
60	13	14A0013	LMAN_8	_	LMAN_8_14A0013		KAK_RNA_9			Karl Jeremy	8082014		481	A654			KAK_9	D	8	710	517	
61	15	14A0015	LMAN_8	_	LMAN_8_14A0015		KAK_RNA_9			Karl Jeremy	8082014		399	CO106			KAK_9	E	8	710	518	
62	17	14A0017	LMAN_8	_	LMAN_8_14A0017		KAK_RNA_9			Karl Jeremy	8082014		18	W182B			KAK_9	F	8	710	520	
63	19	14A0019	LMAN_8	_	LMAN_8_14A0019		KAK_RNA_9			Karl Jeremy	8082014		629	EP1			KAK_9	G	8	710	521	
64	21	14A0021	LMAN_8	_	LMAN_8_14A0021		KAK_RNA_9			Karl Jeremy	8082014		470	A188			KAK_9	H	8	710	522	
65	23	14A0023	LMAN_8	_	LMAN_8_14A0023		KAK_RNA_9			Karl Jeremy	8082014		705	A659			KAK_9	A	9	711	513	
66	25	14A0025	LMAN_8	_	LMAN_8_14A0025		KAK_RNA_9			Karl Jeremy	8082014		488	CMV3			KAK_9	B	9	711	515	
67	27	14A0027	LMAN_8	_	LMAN_8_14A0027		KAK_RNA_9			Karl Jeremy	8082014		425	CO125			KAK_9	C	9	711	516	
68	30	14A0030	LMAN_8	_	LMAN_8_14A0030		KAK_RNA_9			Karl Jeremy	8082014		386	P39			KAK_9	D	9	711	517	
69	31	14A0031	LMAN_8	_	LMAN_8_14A0031		KAK_RNA_9			Karl Jeremy	8082014		674	A556			KAK_9	E	9	711	518	
70	33	14A0033	LMAN_8	_	LMAN_8_14A0033		KAK_RNA_9			Karl Jeremy	8082014		590	MEF156-55-2			KAK_9	F	9	711	520	
71	35	14A0035	LMAN_8	_	LMAN_8_14A0035		KAK_RNA_9			Karl Jeremy	8082014		421	A554			KAK_9	G	9	711	521	
72	37	14A0037	LMAN_8	_	LMAN_8_14A0037		KAK_RNA_9			Karl Jeremy	8082014		76	C49A			KAK_9	H	9	711	522	
73	39	14A0039	LMAN_8	_	LMAN_8_14A0039		KAK_RNA_9			Karl Jeremy	8082014		757	CM105			KAK_9	A	10	712	513	
74	43	14A0043	LMAN_8	_	LMAN_8_14A0043		KAK_RNA_9			Karl Jeremy	8082014		743	W117HT			KAK_9	B	10	712	515	
75	45	14A0045	LMAN_8	_	LMAN_8_14A0045		KAK_RNA_9			Karl Jeremy	8082014		429	A661			KAK_9	C	10	712	516	
76	47	14A0047	LMAN_8	_	LMAN_8_14A0047		KAK_RNA_9			Karl Jeremy	8082014		687	I29			KAK_9	D	10	712	517	
77	49	14A0049	LMAN_8	_	LMAN_8_14A0049		KAK_RNA_9			Karl Jeremy	8082014		732	IA2132			KAK_9	E	10	712	518	
78	51	14A0051	LMAN_8	_	LMAN_8_14A0051		KAK_RNA_9			Karl Jeremy	8082014		949	SD44			KAK_9	F	10	712	520	
79	53	14A0053	LMAN_8	_	LMAN_8_14A0053		KAK_RNA_9			Karl Jeremy	8082014		492	MS1334			KAK_9	G	10	712	521	
80	55	14A0055	LMAN_8	_	LMAN_8_14A0055		KAK_RNA_9			Karl Jeremy	8082014		585	N192			KAK_9	H	10	712	522	
81	57	14A0057	LMAN_8	_	LMAN_8_14A0057		KAK_RNA_9			Karl Jeremy	8082014		371	P39			KAK_9	A	11	714	513	
82	59	14A0059	LMAN_8	_	LMAN_8_14A0059		KAK_RNA_9			Karl Jeremy	8082014		330	B76			KAK_9	B	11	714	515	
83	61	14A0061	LMAN_8	_	LMAN_8_14A0061		KAK_RNA_9			Karl Jeremy	8082014		299	CM174			KAK_9	C	11	714	516	
84	63	14A0063	LMAN_8	_	LMAN_8_14A0063		KAK_RNA_9			Karl Jeremy	8082014		358	A619			KAK_9	D	11	714	517	
85	65	14A0065	LMAN_8	_	LMAN_8_14A0065		KAK_RNA_9			Karl Jeremy	8082014		640	H99			KAK_9	E	11	714	518	
86	67	14A0067	LMAN_8	_	LMAN_8_14A0067		KAK_RNA_9			Karl Jeremy	8082014		904	R168			KAK_9	F	11	714	520	
87	69	14A0069	LMAN_8	_	LMAN_8_14A0069		KAK_RNA_9			Karl Jeremy	8082014		156	W153R			KAK_9	G	11	714	521	
88	71	14A0071	LMAN_8	_	LMAN_8_14A0071		KAK_RNA_9			Karl Jeremy	8082014		377	MS71			KAK_9	H	11	714	522	
89	73	14A0073	LMAN_8	_	LMAN_8_14A0073		KAK_RNA_9			Shu Sara	8082014		399	Oh43			KAK_9	A	12	715	513	
